model,endpoint,observed,predicted,weight,compound_index,compound_id_sha12
morphology_magnitude_5nn,cytotoxicity BLA,0,0.2,0.00095057034,455,da4f18edfcf5
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,455,da4f18edfcf5
cytoplasm_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,455,da4f18edfcf5
nuclei_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,455,da4f18edfcf5
compartment_route_5nn,cytotoxicity BLA,0,0.2,0.00095057034,455,da4f18edfcf5
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,455,da4f18edfcf5
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,455,da4f18edfcf5
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,455,da4f18edfcf5
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,455,da4f18edfcf5
nuclei_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,455,da4f18edfcf5
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,455,da4f18edfcf5
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,455,da4f18edfcf5
morphology_magnitude_5nn,ER stress,0,0,0.00088495575,455,da4f18edfcf5
cells_block_5nn,ER stress,0,0.4,0.00088495575,455,da4f18edfcf5
cytoplasm_block_5nn,ER stress,0,0.2,0.00088495575,455,da4f18edfcf5
nuclei_block_5nn,ER stress,0,0.2,0.00088495575,455,da4f18edfcf5
compartment_route_5nn,ER stress,0,0,0.00088495575,455,da4f18edfcf5
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,455,da4f18edfcf5
morphology_magnitude_5nn,heat shock,0,0,0.00085910653,455,da4f18edfcf5
cells_block_5nn,heat shock,0,0,0.00085910653,455,da4f18edfcf5
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,455,da4f18edfcf5
nuclei_block_5nn,heat shock,0,0.2,0.00085910653,455,da4f18edfcf5
compartment_route_5nn,heat shock,0,0,0.00085910653,455,da4f18edfcf5
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,455,da4f18edfcf5
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,455,da4f18edfcf5
cells_block_5nn,microtubule up,0,0,0.00078125,455,da4f18edfcf5
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,455,da4f18edfcf5
nuclei_block_5nn,microtubule up,0,0,0.00078125,455,da4f18edfcf5
compartment_route_5nn,microtubule up,0,0,0.00078125,455,da4f18edfcf5
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,455,da4f18edfcf5
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,455,da4f18edfcf5
cells_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,455,da4f18edfcf5
cytoplasm_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,455,da4f18edfcf5
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,455,da4f18edfcf5
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,455,da4f18edfcf5
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,455,da4f18edfcf5
morphology_magnitude_5nn,oxidative stress up,0,0,0.00090415913,455,da4f18edfcf5
cells_block_5nn,oxidative stress up,0,0.4,0.00090415913,455,da4f18edfcf5
cytoplasm_block_5nn,oxidative stress up,0,0.2,0.00090415913,455,da4f18edfcf5
nuclei_block_5nn,oxidative stress up,0,0.2,0.00090415913,455,da4f18edfcf5
compartment_route_5nn,oxidative stress up,0,0,0.00090415913,455,da4f18edfcf5
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,455,da4f18edfcf5
morphology_magnitude_5nn,proliferation decrease,0,0,0.00086956522,455,da4f18edfcf5
cells_block_5nn,proliferation decrease,0,0,0.00086956522,455,da4f18edfcf5
cytoplasm_block_5nn,proliferation decrease,0,0,0.00086956522,455,da4f18edfcf5
nuclei_block_5nn,proliferation decrease,0,0.2,0.00086956522,455,da4f18edfcf5
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,455,da4f18edfcf5
endpoint_prevalence,apoptosis up,1,0.23592085,0.0032051282,456,73c992839aaa
morphology_magnitude_5nn,apoptosis up,1,0.4,0.0032051282,456,73c992839aaa
cells_block_5nn,apoptosis up,1,0.6,0.0032051282,456,73c992839aaa
cytoplasm_block_5nn,apoptosis up,1,0.2,0.0032051282,456,73c992839aaa
nuclei_block_5nn,apoptosis up,1,0.4,0.0032051282,456,73c992839aaa
compartment_route_5nn,apoptosis up,1,0.2,0.0032051282,456,73c992839aaa
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,456,73c992839aaa
morphology_magnitude_5nn,cytotoxicity BLA,0,0.4,0.00095057034,456,73c992839aaa
cells_block_5nn,cytotoxicity BLA,0,0.4,0.00095057034,456,73c992839aaa
cytoplasm_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,456,73c992839aaa
nuclei_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,456,73c992839aaa
compartment_route_5nn,cytotoxicity BLA,0,0.2,0.00095057034,456,73c992839aaa
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,456,73c992839aaa
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,456,73c992839aaa
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,456,73c992839aaa
cytoplasm_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,456,73c992839aaa
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,456,73c992839aaa
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,456,73c992839aaa
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,456,73c992839aaa
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,456,73c992839aaa
cells_block_5nn,ER stress,0,0,0.00088495575,456,73c992839aaa
cytoplasm_block_5nn,ER stress,0,0.2,0.00088495575,456,73c992839aaa
nuclei_block_5nn,ER stress,0,0.2,0.00088495575,456,73c992839aaa
compartment_route_5nn,ER stress,0,0,0.00088495575,456,73c992839aaa
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,456,73c992839aaa
morphology_magnitude_5nn,heat shock,0,0.2,0.00085910653,456,73c992839aaa
cells_block_5nn,heat shock,0,0,0.00085910653,456,73c992839aaa
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,456,73c992839aaa
nuclei_block_5nn,heat shock,0,0,0.00085910653,456,73c992839aaa
compartment_route_5nn,heat shock,0,0,0.00085910653,456,73c992839aaa
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,456,73c992839aaa
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,456,73c992839aaa
cells_block_5nn,microtubule up,0,0,0.00078125,456,73c992839aaa
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,456,73c992839aaa
nuclei_block_5nn,microtubule up,0,0,0.00078125,456,73c992839aaa
compartment_route_5nn,microtubule up,0,0,0.00078125,456,73c992839aaa
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,456,73c992839aaa
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,456,73c992839aaa
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,456,73c992839aaa
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,456,73c992839aaa
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,456,73c992839aaa
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,456,73c992839aaa
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,456,73c992839aaa
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,456,73c992839aaa
cells_block_5nn,oxidative stress up,0,0.2,0.00090415913,456,73c992839aaa
cytoplasm_block_5nn,oxidative stress up,0,0.4,0.00090415913,456,73c992839aaa
nuclei_block_5nn,oxidative stress up,0,0.2,0.00090415913,456,73c992839aaa
compartment_route_5nn,oxidative stress up,0,0,0.00090415913,456,73c992839aaa
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,456,73c992839aaa
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,456,73c992839aaa
cells_block_5nn,proliferation decrease,0,0,0.00086956522,456,73c992839aaa
cytoplasm_block_5nn,proliferation decrease,0,0,0.00086956522,456,73c992839aaa
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,456,73c992839aaa
compartment_route_5nn,proliferation decrease,0,0.2,0.00086956522,456,73c992839aaa
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,457,3ae8fd03d552
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,457,3ae8fd03d552
cells_block_5nn,apoptosis up,0,0,0.00099601594,457,3ae8fd03d552
cytoplasm_block_5nn,apoptosis up,0,0,0.00099601594,457,3ae8fd03d552
nuclei_block_5nn,apoptosis up,0,0.2,0.00099601594,457,3ae8fd03d552
compartment_route_5nn,apoptosis up,0,0,0.00099601594,457,3ae8fd03d552
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,457,3ae8fd03d552
morphology_magnitude_5nn,cytotoxicity BLA,0,0,0.00095057034,457,3ae8fd03d552
cells_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,457,3ae8fd03d552
cytoplasm_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,457,3ae8fd03d552
nuclei_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,457,3ae8fd03d552
compartment_route_5nn,cytotoxicity BLA,0,0,0.00095057034,457,3ae8fd03d552
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,457,3ae8fd03d552
morphology_magnitude_5nn,cytotoxicity SRB,0,0.2,0.00083194676,457,3ae8fd03d552
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,457,3ae8fd03d552
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,457,3ae8fd03d552
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,457,3ae8fd03d552
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,457,3ae8fd03d552
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,457,3ae8fd03d552
morphology_magnitude_5nn,ER stress,0,0.4,0.00088495575,457,3ae8fd03d552
cells_block_5nn,ER stress,0,0,0.00088495575,457,3ae8fd03d552
cytoplasm_block_5nn,ER stress,0,0,0.00088495575,457,3ae8fd03d552
nuclei_block_5nn,ER stress,0,0.2,0.00088495575,457,3ae8fd03d552
compartment_route_5nn,ER stress,0,0.4,0.00088495575,457,3ae8fd03d552
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,457,3ae8fd03d552
morphology_magnitude_5nn,heat shock,0,0.4,0.00085910653,457,3ae8fd03d552
cells_block_5nn,heat shock,0,0,0.00085910653,457,3ae8fd03d552
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,457,3ae8fd03d552
nuclei_block_5nn,heat shock,0,0,0.00085910653,457,3ae8fd03d552
compartment_route_5nn,heat shock,0,0.2,0.00085910653,457,3ae8fd03d552
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,457,3ae8fd03d552
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,457,3ae8fd03d552
cells_block_5nn,microtubule up,0,0,0.00078125,457,3ae8fd03d552
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,457,3ae8fd03d552
nuclei_block_5nn,microtubule up,0,0,0.00078125,457,3ae8fd03d552
compartment_route_5nn,microtubule up,0,0,0.00078125,457,3ae8fd03d552
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,457,3ae8fd03d552
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,457,3ae8fd03d552
cells_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,457,3ae8fd03d552
cytoplasm_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,457,3ae8fd03d552
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,457,3ae8fd03d552
compartment_route_5nn,mitochondrial disruption up,0,0.2,0.0008291874,457,3ae8fd03d552
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,457,3ae8fd03d552
morphology_magnitude_5nn,oxidative stress up,0,0.4,0.00090415913,457,3ae8fd03d552
cells_block_5nn,oxidative stress up,0,0,0.00090415913,457,3ae8fd03d552
cytoplasm_block_5nn,oxidative stress up,0,0,0.00090415913,457,3ae8fd03d552
nuclei_block_5nn,oxidative stress up,0,0,0.00090415913,457,3ae8fd03d552
compartment_route_5nn,oxidative stress up,0,0,0.00090415913,457,3ae8fd03d552
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,457,3ae8fd03d552
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,457,3ae8fd03d552
cells_block_5nn,proliferation decrease,0,0,0.00086956522,457,3ae8fd03d552
cytoplasm_block_5nn,proliferation decrease,0,0,0.00086956522,457,3ae8fd03d552
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,457,3ae8fd03d552
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,457,3ae8fd03d552
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,458,5f32503debba
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,458,5f32503debba
cells_block_5nn,apoptosis up,0,0,0.00099601594,458,5f32503debba
cytoplasm_block_5nn,apoptosis up,0,0,0.00099601594,458,5f32503debba
nuclei_block_5nn,apoptosis up,0,0,0.00099601594,458,5f32503debba
compartment_route_5nn,apoptosis up,0,0.4,0.00099601594,458,5f32503debba
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,458,5f32503debba
morphology_magnitude_5nn,cytotoxicity BLA,0,0,0.00095057034,458,5f32503debba
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,458,5f32503debba
cytoplasm_block_5nn,cytotoxicity BLA,0,0,0.00095057034,458,5f32503debba
nuclei_block_5nn,cytotoxicity BLA,0,0,0.00095057034,458,5f32503debba
compartment_route_5nn,cytotoxicity BLA,0,0.2,0.00095057034,458,5f32503debba
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,458,5f32503debba
morphology_magnitude_5nn,cytotoxicity SRB,0,0.2,0.00083194676,458,5f32503debba
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,458,5f32503debba
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,458,5f32503debba
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,458,5f32503debba
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,458,5f32503debba
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,458,5f32503debba
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,458,5f32503debba
cells_block_5nn,ER stress,0,0,0.00088495575,458,5f32503debba
cytoplasm_block_5nn,ER stress,0,0,0.00088495575,458,5f32503debba
nuclei_block_5nn,ER stress,0,0,0.00088495575,458,5f32503debba
compartment_route_5nn,ER stress,0,0,0.00088495575,458,5f32503debba
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,458,5f32503debba
morphology_magnitude_5nn,heat shock,0,0.2,0.00085910653,458,5f32503debba
cells_block_5nn,heat shock,0,0,0.00085910653,458,5f32503debba
cytoplasm_block_5nn,heat shock,0,0.2,0.00085910653,458,5f32503debba
nuclei_block_5nn,heat shock,0,0,0.00085910653,458,5f32503debba
compartment_route_5nn,heat shock,0,0,0.00085910653,458,5f32503debba
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,458,5f32503debba
morphology_magnitude_5nn,microtubule up,0,0.2,0.00078125,458,5f32503debba
cells_block_5nn,microtubule up,0,0,0.00078125,458,5f32503debba
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,458,5f32503debba
nuclei_block_5nn,microtubule up,0,0,0.00078125,458,5f32503debba
compartment_route_5nn,microtubule up,0,0,0.00078125,458,5f32503debba
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,458,5f32503debba
morphology_magnitude_5nn,mitochondrial disruption up,0,0.2,0.0008291874,458,5f32503debba
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,458,5f32503debba
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,458,5f32503debba
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,458,5f32503debba
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,458,5f32503debba
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,458,5f32503debba
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,458,5f32503debba
cells_block_5nn,oxidative stress up,0,0,0.00090415913,458,5f32503debba
cytoplasm_block_5nn,oxidative stress up,0,0,0.00090415913,458,5f32503debba
nuclei_block_5nn,oxidative stress up,0,0,0.00090415913,458,5f32503debba
compartment_route_5nn,oxidative stress up,0,0,0.00090415913,458,5f32503debba
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,458,5f32503debba
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,458,5f32503debba
cells_block_5nn,proliferation decrease,0,0,0.00086956522,458,5f32503debba
cytoplasm_block_5nn,proliferation decrease,0,0,0.00086956522,458,5f32503debba
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,458,5f32503debba
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,458,5f32503debba
endpoint_prevalence,apoptosis up,1,0.23592085,0.0032051282,459,80dfe9e64240
morphology_magnitude_5nn,apoptosis up,1,0.4,0.0032051282,459,80dfe9e64240
cells_block_5nn,apoptosis up,1,0.4,0.0032051282,459,80dfe9e64240
cytoplasm_block_5nn,apoptosis up,1,0.4,0.0032051282,459,80dfe9e64240
nuclei_block_5nn,apoptosis up,1,0.4,0.0032051282,459,80dfe9e64240
compartment_route_5nn,apoptosis up,1,0,0.0032051282,459,80dfe9e64240
endpoint_prevalence,cytotoxicity BLA,1,0.19939117,0.0037878788,459,80dfe9e64240
morphology_magnitude_5nn,cytotoxicity BLA,1,0.4,0.0037878788,459,80dfe9e64240
cells_block_5nn,cytotoxicity BLA,1,0.2,0.0037878788,459,80dfe9e64240
cytoplasm_block_5nn,cytotoxicity BLA,1,0,0.0037878788,459,80dfe9e64240
nuclei_block_5nn,cytotoxicity BLA,1,0.2,0.0037878788,459,80dfe9e64240
compartment_route_5nn,cytotoxicity BLA,1,0.2,0.0037878788,459,80dfe9e64240
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,459,80dfe9e64240
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,459,80dfe9e64240
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,459,80dfe9e64240
cytoplasm_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,459,80dfe9e64240
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,459,80dfe9e64240
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,459,80dfe9e64240
endpoint_prevalence,ER stress,1,0.14003044,0.0053763441,459,80dfe9e64240
morphology_magnitude_5nn,ER stress,1,0,0.0053763441,459,80dfe9e64240
cells_block_5nn,ER stress,1,0.2,0.0053763441,459,80dfe9e64240
cytoplasm_block_5nn,ER stress,1,0,0.0053763441,459,80dfe9e64240
nuclei_block_5nn,ER stress,1,0.2,0.0053763441,459,80dfe9e64240
compartment_route_5nn,ER stress,1,0,0.0053763441,459,80dfe9e64240
endpoint_prevalence,heat shock,1,0.11415525,0.0065789474,459,80dfe9e64240
morphology_magnitude_5nn,heat shock,1,0,0.0065789474,459,80dfe9e64240
cells_block_5nn,heat shock,1,0,0.0065789474,459,80dfe9e64240
cytoplasm_block_5nn,heat shock,1,0.2,0.0065789474,459,80dfe9e64240
nuclei_block_5nn,heat shock,1,0,0.0065789474,459,80dfe9e64240
compartment_route_5nn,heat shock,1,0,0.0065789474,459,80dfe9e64240
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,459,80dfe9e64240
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,459,80dfe9e64240
cells_block_5nn,microtubule up,0,0,0.00078125,459,80dfe9e64240
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,459,80dfe9e64240
nuclei_block_5nn,microtubule up,0,0,0.00078125,459,80dfe9e64240
compartment_route_5nn,microtubule up,0,0,0.00078125,459,80dfe9e64240
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,459,80dfe9e64240
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,459,80dfe9e64240
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,459,80dfe9e64240
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,459,80dfe9e64240
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,459,80dfe9e64240
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,459,80dfe9e64240
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,459,80dfe9e64240
morphology_magnitude_5nn,oxidative stress up,0,0,0.00090415913,459,80dfe9e64240
cells_block_5nn,oxidative stress up,0,0.2,0.00090415913,459,80dfe9e64240
cytoplasm_block_5nn,oxidative stress up,0,0.2,0.00090415913,459,80dfe9e64240
nuclei_block_5nn,oxidative stress up,0,0,0.00090415913,459,80dfe9e64240
compartment_route_5nn,oxidative stress up,0,0.2,0.00090415913,459,80dfe9e64240
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,459,80dfe9e64240
morphology_magnitude_5nn,proliferation decrease,0,0,0.00086956522,459,80dfe9e64240
cells_block_5nn,proliferation decrease,0,0,0.00086956522,459,80dfe9e64240
cytoplasm_block_5nn,proliferation decrease,0,0.2,0.00086956522,459,80dfe9e64240
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,459,80dfe9e64240
compartment_route_5nn,proliferation decrease,0,0.2,0.00086956522,459,80dfe9e64240
endpoint_prevalence,apoptosis up,1,0.23592085,0.0032051282,460,70b5a8059420
morphology_magnitude_5nn,apoptosis up,1,1,0.0032051282,460,70b5a8059420
cells_block_5nn,apoptosis up,1,1,0.0032051282,460,70b5a8059420
cytoplasm_block_5nn,apoptosis up,1,1,0.0032051282,460,70b5a8059420
nuclei_block_5nn,apoptosis up,1,1,0.0032051282,460,70b5a8059420
compartment_route_5nn,apoptosis up,1,1,0.0032051282,460,70b5a8059420
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,460,70b5a8059420
morphology_magnitude_5nn,cytotoxicity BLA,0,0.4,0.00095057034,460,70b5a8059420
cells_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,460,70b5a8059420
cytoplasm_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,460,70b5a8059420
nuclei_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,460,70b5a8059420
compartment_route_5nn,cytotoxicity BLA,0,0.2,0.00095057034,460,70b5a8059420
endpoint_prevalence,cytotoxicity SRB,1,0.085235921,0.0087719298,460,70b5a8059420
morphology_magnitude_5nn,cytotoxicity SRB,1,0.2,0.0087719298,460,70b5a8059420
cells_block_5nn,cytotoxicity SRB,1,0,0.0087719298,460,70b5a8059420
cytoplasm_block_5nn,cytotoxicity SRB,1,0,0.0087719298,460,70b5a8059420
nuclei_block_5nn,cytotoxicity SRB,1,0,0.0087719298,460,70b5a8059420
compartment_route_5nn,cytotoxicity SRB,1,0.2,0.0087719298,460,70b5a8059420
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,460,70b5a8059420
morphology_magnitude_5nn,ER stress,0,0.4,0.00088495575,460,70b5a8059420
cells_block_5nn,ER stress,0,0,0.00088495575,460,70b5a8059420
cytoplasm_block_5nn,ER stress,0,0,0.00088495575,460,70b5a8059420
nuclei_block_5nn,ER stress,0,0,0.00088495575,460,70b5a8059420
compartment_route_5nn,ER stress,0,0.2,0.00088495575,460,70b5a8059420
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,460,70b5a8059420
morphology_magnitude_5nn,heat shock,0,0.4,0.00085910653,460,70b5a8059420
cells_block_5nn,heat shock,0,0,0.00085910653,460,70b5a8059420
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,460,70b5a8059420
nuclei_block_5nn,heat shock,0,0,0.00085910653,460,70b5a8059420
compartment_route_5nn,heat shock,0,0.2,0.00085910653,460,70b5a8059420
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,460,70b5a8059420
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,460,70b5a8059420
cells_block_5nn,microtubule up,0,0,0.00078125,460,70b5a8059420
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,460,70b5a8059420
nuclei_block_5nn,microtubule up,0,0,0.00078125,460,70b5a8059420
compartment_route_5nn,microtubule up,0,0,0.00078125,460,70b5a8059420
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,460,70b5a8059420
morphology_magnitude_5nn,mitochondrial disruption up,0,0.2,0.0008291874,460,70b5a8059420
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,460,70b5a8059420
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,460,70b5a8059420
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,460,70b5a8059420
compartment_route_5nn,mitochondrial disruption up,0,0.2,0.0008291874,460,70b5a8059420
endpoint_prevalence,oxidative stress up,1,0.15829528,0.0047619048,460,70b5a8059420
morphology_magnitude_5nn,oxidative stress up,1,0.4,0.0047619048,460,70b5a8059420
cells_block_5nn,oxidative stress up,1,0,0.0047619048,460,70b5a8059420
cytoplasm_block_5nn,oxidative stress up,1,0,0.0047619048,460,70b5a8059420
nuclei_block_5nn,oxidative stress up,1,0,0.0047619048,460,70b5a8059420
compartment_route_5nn,oxidative stress up,1,0.2,0.0047619048,460,70b5a8059420
endpoint_prevalence,proliferation decrease,1,0.12480974,0.0060240964,460,70b5a8059420
morphology_magnitude_5nn,proliferation decrease,1,0.2,0.0060240964,460,70b5a8059420
cells_block_5nn,proliferation decrease,1,0,0.0060240964,460,70b5a8059420
cytoplasm_block_5nn,proliferation decrease,1,0,0.0060240964,460,70b5a8059420
nuclei_block_5nn,proliferation decrease,1,0,0.0060240964,460,70b5a8059420
compartment_route_5nn,proliferation decrease,1,0.2,0.0060240964,460,70b5a8059420
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,461,bbb9d3addc36
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,461,bbb9d3addc36
cells_block_5nn,apoptosis up,0,0.4,0.00099601594,461,bbb9d3addc36
cytoplasm_block_5nn,apoptosis up,0,0.6,0.00099601594,461,bbb9d3addc36
nuclei_block_5nn,apoptosis up,0,0.4,0.00099601594,461,bbb9d3addc36
compartment_route_5nn,apoptosis up,0,0.4,0.00099601594,461,bbb9d3addc36
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,461,bbb9d3addc36
morphology_magnitude_5nn,cytotoxicity BLA,0,0,0.00095057034,461,bbb9d3addc36
cells_block_5nn,cytotoxicity BLA,0,0.4,0.00095057034,461,bbb9d3addc36
cytoplasm_block_5nn,cytotoxicity BLA,0,0.6,0.00095057034,461,bbb9d3addc36
nuclei_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,461,bbb9d3addc36
compartment_route_5nn,cytotoxicity BLA,0,0.2,0.00095057034,461,bbb9d3addc36
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,461,bbb9d3addc36
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,461,bbb9d3addc36
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,461,bbb9d3addc36
